Assignee,Task_Tag,task_count
A-10167,Performance Optimization,7
A-10167,Design & API Evolution,3
A-10167,Code Refactoring & Cleanup,1
A-10167,Documentation,1
A-10167,Other,1
A-10168,Bug fixing / Maintenance,5
A-10168,Build & Release Engineering,2
A-10168,Feature / Improvement Implementation,2
A-10168,Design & API Evolution,1
A-10168,Testing & Verification,1
A-10169,Testing & Verification,1
A-1017,Bug fixing / Maintenance,1
A-1017,Testing & Verification,1
A-10170,Bug fixing / Maintenance,13
A-10170,Testing & Verification,13
A-10170,Other,7
A-10170,Feature / Improvement Implementation,6
A-10170,Build & Release Engineering,5
A-10170,Design & API Evolution,5
A-10170,Project / General Task,5
A-10170,Documentation,2
A-10171,Documentation,5
A-10171,Project / General Task,2
A-10171,Build & Release Engineering,1
A-10171,Feature / Improvement Implementation,1
A-10172,Bug fixing / Maintenance,2
A-10172,Feature / Improvement Implementation,2
A-10172,Testing & Verification,2
A-10173,Bug fixing / Maintenance,40
A-10173,Feature / Improvement Implementation,12
A-10173,Testing & Verification,4
A-10173,Build & Release Engineering,3
A-10173,Documentation,2
A-10173,Code Refactoring & Cleanup,1
A-10173,Design & API Evolution,1
A-10173,Project / General Task,1
A-10174,Bug fixing / Maintenance,6
A-10174,Project / General Task,1
A-10175,Feature / Improvement Implementation,3
A-10175,Bug fixing / Maintenance,1
A-10175,Documentation,1
A-10175,Testing & Verification,1
A-10176,Bug fixing / Maintenance,33
A-10176,Feature / Improvement Implementation,24
A-10176,Testing & Verification,11
A-10176,Performance Optimization,4
A-10176,Documentation,3
A-10176,Code Refactoring & Cleanup,1
A-10177,Bug fixing / Maintenance,5
A-10177,Design & API Evolution,4
A-10177,Feature / Improvement Implementation,4
A-10177,Testing & Verification,1
A-10178,Documentation,75
A-10178,Project / General Task,3
A-10178,Design & API Evolution,2
A-10178,Performance Optimization,2
A-10179,Bug fixing / Maintenance,236
A-10179,Project / General Task,111
A-10179,Feature / Improvement Implementation,85
A-10179,Other,55
A-10179,Code Refactoring & Cleanup,31
A-10179,Build & Release Engineering,27
A-10179,Testing & Verification,24
A-10179,Design & API Evolution,21
A-10179,Documentation,18
A-10179,Performance Optimization,7
A-1018,Bug fixing / Maintenance,8
A-1018,Feature / Improvement Implementation,7
A-1018,Documentation,4
A-1018,Performance Optimization,3
A-1018,Design & API Evolution,2
A-1018,Build & Release Engineering,1
A-10180,Feature / Improvement Implementation,1
A-10181,Bug fixing / Maintenance,5
A-10181,Build & Release Engineering,1
A-10181,Documentation,1
A-10182,Bug fixing / Maintenance,1
A-10183,Documentation,9
A-10183,Bug fixing / Maintenance,7
A-10183,Feature / Improvement Implementation,3
A-10183,Design & API Evolution,1
A-10183,Performance Optimization,1
A-10183,Project / General Task,1
A-10184,Bug fixing / Maintenance,1
A-10185,Feature / Improvement Implementation,2
A-10185,Bug fixing / Maintenance,1
A-10185,Project / General Task,1
A-10186,Feature / Improvement Implementation,28
A-10186,Bug fixing / Maintenance,26
A-10186,Testing & Verification,8
A-10186,Build & Release Engineering,3
A-10186,Documentation,3
A-10186,Code Refactoring & Cleanup,1
A-10186,Design & API Evolution,1
A-10186,Project / General Task,1
A-10187,Bug fixing / Maintenance,22
A-10187,Feature / Improvement Implementation,8
A-10187,Project / General Task,8
A-10187,Documentation,4
A-10187,Build & Release Engineering,2
A-10187,Design & API Evolution,2
A-10187,Performance Optimization,2
A-10187,Other,1
A-10188,Bug fixing / Maintenance,1
A-10188,Feature / Improvement Implementation,1
A-10188,Performance Optimization,1
A-10189,Bug fixing / Maintenance,44
A-10189,Testing & Verification,19
A-10189,Project / General Task,18
A-10189,Build & Release Engineering,14
A-10189,Feature / Improvement Implementation,9
A-10189,Code Refactoring & Cleanup,3
A-10189,Documentation,3
A-10189,Other,2
A-10189,Performance Optimization,2
A-10189,Design & API Evolution,1
A-1019,Other,2
A-1019,Bug fixing / Maintenance,1
A-1019,Documentation,1
A-1019,Feature / Improvement Implementation,1
A-1019,Testing & Verification,1
A-10190,Feature / Improvement Implementation,2
A-10191,Feature / Improvement Implementation,2
A-10191,Performance Optimization,2
A-10191,Bug fixing / Maintenance,1
A-10192,Feature / Improvement Implementation,1
A-10193,Bug fixing / Maintenance,1
A-10194,Bug fixing / Maintenance,2
A-10194,Feature / Improvement Implementation,1
A-10195,Bug fixing / Maintenance,2
A-10195,Documentation,1
A-10195,Feature / Improvement Implementation,1
A-10195,Testing & Verification,1
A-10196,Other,9
A-10196,Bug fixing / Maintenance,7
A-10196,Testing & Verification,7
A-10196,Build & Release Engineering,6
A-10196,Code Refactoring & Cleanup,1
A-10196,Design & API Evolution,1
A-10196,Feature / Improvement Implementation,1
A-10196,Project / General Task,1
A-10197,Feature / Improvement Implementation,2
A-10198,Bug fixing / Maintenance,2
A-10198,Feature / Improvement Implementation,2
A-10199,Bug fixing / Maintenance,1
A-102,Bug fixing / Maintenance,1
A-102,Feature / Improvement Implementation,1
A-1020,Bug fixing / Maintenance,240
A-1020,Testing & Verification,51
A-1020,Feature / Improvement Implementation,29
A-1020,Other,20
A-1020,Design & API Evolution,12
A-1020,Build & Release Engineering,9
A-1020,Documentation,9
A-1020,Code Refactoring & Cleanup,1
A-1020,Performance Optimization,1
A-1020,Project / General Task,1
A-10200,Other,7
A-10200,Project / General Task,2
A-10200,Build & Release Engineering,1
A-10201,Bug fixing / Maintenance,1
A-10201,Feature / Improvement Implementation,1
A-10202,Bug fixing / Maintenance,1
A-10203,Bug fixing / Maintenance,61
A-10203,Feature / Improvement Implementation,23
A-10203,Testing & Verification,18
A-10203,Build & Release Engineering,3
A-10203,Code Refactoring & Cleanup,3
A-10203,Documentation,3
A-10203,Other,3
A-10203,Performance Optimization,3
A-10203,Design & API Evolution,1
A-10203,Project / General Task,1
A-10204,Feature / Improvement Implementation,1
A-10205,Bug fixing / Maintenance,2
A-10205,Feature / Improvement Implementation,1
A-10206,Feature / Improvement Implementation,4
A-10207,Bug fixing / Maintenance,1
A-10208,Bug fixing / Maintenance,17
A-10208,Documentation,3
A-10208,Code Refactoring & Cleanup,1
A-10208,Feature / Improvement Implementation,1
A-10208,Performance Optimization,1
A-10208,Project / General Task,1
A-10209,Bug fixing / Maintenance,49
A-10209,Documentation,8
A-10209,Testing & Verification,7
A-10209,Project / General Task,6
A-10209,Design & API Evolution,3
A-10209,Feature / Improvement Implementation,2
A-10209,Build & Release Engineering,1
A-1021,Bug fixing / Maintenance,2
A-10210,Feature / Improvement Implementation,18
A-10210,Testing & Verification,17
A-10210,Bug fixing / Maintenance,11
A-10210,Design & API Evolution,7
A-10210,Build & Release Engineering,5
A-10210,Other,3
A-10210,Documentation,2
A-10210,Performance Optimization,2
A-10210,Code Refactoring & Cleanup,1
A-10211,Bug fixing / Maintenance,15
A-10211,Feature / Improvement Implementation,4
A-10211,Testing & Verification,4
A-10211,Project / General Task,2
A-10211,Other,1
A-10212,Bug fixing / Maintenance,48
A-10212,Testing & Verification,27
A-10212,Feature / Improvement Implementation,20
A-10212,Build & Release Engineering,6
A-10212,Design & API Evolution,3
A-10212,Documentation,3
A-10212,Project / General Task,3
A-10212,Other,2
A-10212,Performance Optimization,2
A-10213,Bug fixing / Maintenance,36
A-10213,Testing & Verification,21
A-10213,Feature / Improvement Implementation,14
A-10213,Documentation,3
A-10213,Build & Release Engineering,1
A-10213,Design & API Evolution,1
A-10213,Other,1
A-10213,Performance Optimization,1
A-10214,Design & API Evolution,1
A-10214,Feature / Improvement Implementation,1
A-10215,Feature / Improvement Implementation,26
A-10215,Bug fixing / Maintenance,13
A-10215,Design & API Evolution,6
A-10215,Documentation,3
A-10215,Other,2
A-10215,Performance Optimization,2
A-10215,Testing & Verification,2
A-10215,Build & Release Engineering,1
A-10215,Code Refactoring & Cleanup,1
A-10215,Project / General Task,1
A-10216,Bug fixing / Maintenance,31
A-10216,Project / General Task,14
A-10216,Feature / Improvement Implementation,11
A-10216,Testing & Verification,4
A-10216,Build & Release Engineering,3
A-10216,Design & API Evolution,3
A-10216,Documentation,1
A-10216,Performance Optimization,1
A-10217,Bug fixing / Maintenance,2
A-10218,Bug fixing / Maintenance,8
A-10218,Feature / Improvement Implementation,6
A-10218,Build & Release Engineering,2
A-10218,Design & API Evolution,1
A-10218,Documentation,1
A-10218,Testing & Verification,1
A-10219,Bug fixing / Maintenance,2
A-1022,Bug fixing / Maintenance,2
A-1022,Build & Release Engineering,2
A-10220,Testing & Verification,22
A-10220,Feature / Improvement Implementation,6
A-10220,Bug fixing / Maintenance,5
A-10220,Documentation,2
A-10220,Other,2
A-10220,Project / General Task,2
A-10220,Build & Release Engineering,1
A-10220,Performance Optimization,1
A-10221,Bug fixing / Maintenance,3
A-10221,Design & API Evolution,2
A-10221,Feature / Improvement Implementation,1
A-10221,Performance Optimization,1
A-10222,Feature / Improvement Implementation,1
A-10223,Testing & Verification,2
A-10223,Bug fixing / Maintenance,1
A-10223,Feature / Improvement Implementation,1
A-10224,Bug fixing / Maintenance,1
A-10224,Build & Release Engineering,1
A-10224,Documentation,1
A-10224,Feature / Improvement Implementation,1
A-10224,Testing & Verification,1
A-10225,Feature / Improvement Implementation,27
A-10225,Bug fixing / Maintenance,21
A-10225,Documentation,9
A-10225,Build & Release Engineering,5
A-10225,Other,4
A-10225,Project / General Task,3
A-10225,Testing & Verification,3
A-10225,Code Refactoring & Cleanup,2
A-10225,Design & API Evolution,2
A-10226,Bug fixing / Maintenance,39
A-10226,Feature / Improvement Implementation,9
A-10226,Build & Release Engineering,3
A-10226,Documentation,3
A-10226,Testing & Verification,2
A-10226,Design & API Evolution,1
A-10227,Bug fixing / Maintenance,1
A-10227,Design & API Evolution,1
A-10228,Feature / Improvement Implementation,1
A-10228,Testing & Verification,1
A-10229,Bug fixing / Maintenance,2
A-1023,Bug fixing / Maintenance,8
A-1023,Feature / Improvement Implementation,3
A-1023,Testing & Verification,2
A-1023,Build & Release Engineering,1
A-1023,Other,1
A-10230,Feature / Improvement Implementation,1
A-10231,Bug fixing / Maintenance,21
A-10231,Feature / Improvement Implementation,2
A-10231,Performance Optimization,1
A-10231,Testing & Verification,1
A-10232,Bug fixing / Maintenance,36
A-10232,Other,15
A-10232,Feature / Improvement Implementation,14
A-10232,Project / General Task,10
A-10232,Testing & Verification,5
A-10232,Build & Release Engineering,2
A-10232,Design & API Evolution,2
A-10232,Documentation,2
A-10232,Code Refactoring & Cleanup,1
A-10233,Documentation,106
A-10233,Project / General Task,16
A-10233,Bug fixing / Maintenance,6
A-10233,Feature / Improvement Implementation,4
A-10233,Other,3
A-10233,Performance Optimization,3
A-10233,Code Refactoring & Cleanup,1
A-10233,Design & API Evolution,1
A-10234,Bug fixing / Maintenance,11
A-10234,Feature / Improvement Implementation,8
A-10234,Testing & Verification,5
A-10234,Build & Release Engineering,2
A-10234,Documentation,1
A-10234,Other,1
A-10234,Project / General Task,1
A-10235,Design & API Evolution,2
A-10235,Bug fixing / Maintenance,1
A-10235,Build & Release Engineering,1
A-10236,Project / General Task,470
A-10236,Bug fixing / Maintenance,241
A-10236,Other,117
A-10236,Testing & Verification,105
A-10236,Design & API Evolution,81
A-10236,Performance Optimization,67
A-10236,Build & Release Engineering,63
A-10236,Feature / Improvement Implementation,54
A-10236,Documentation,48
A-10236,Code Refactoring & Cleanup,25
A-10237,Feature / Improvement Implementation,1
A-10238,Project / General Task,15
A-10238,Bug fixing / Maintenance,14
A-10238,Feature / Improvement Implementation,14
A-10238,Build & Release Engineering,10
A-10238,Testing & Verification,8
A-10238,Other,5
A-10238,Documentation,3
A-10238,Performance Optimization,1
A-10239,Bug fixing / Maintenance,20
A-10239,Feature / Improvement Implementation,9
A-10239,Testing & Verification,4
A-10239,Build & Release Engineering,1
A-10239,Documentation,1
A-10239,Project / General Task,1
A-1024,Bug fixing / Maintenance,28
A-1024,Testing & Verification,18
A-1024,Feature / Improvement Implementation,12
A-1024,Documentation,10
A-1024,Other,7
A-1024,Build & Release Engineering,4
A-1024,Performance Optimization,2
A-1024,Design & API Evolution,1
A-10240,Bug fixing / Maintenance,1
A-10241,Testing & Verification,44
A-10241,Bug fixing / Maintenance,8
A-10241,Documentation,5
A-10241,Build & Release Engineering,4
A-10241,Performance Optimization,4
A-10241,Project / General Task,3
A-10241,Feature / Improvement Implementation,2
A-10241,Design & API Evolution,1
A-10241,Other,1
A-10242,Bug fixing / Maintenance,10
A-10242,Feature / Improvement Implementation,10
A-10242,Build & Release Engineering,8
A-10242,Other,4
A-10242,Project / General Task,3
A-10242,Testing & Verification,3
A-10242,Design & API Evolution,2
A-10243,Testing & Verification,15
A-10243,Bug fixing / Maintenance,13
A-10243,Project / General Task,2
A-10243,Feature / Improvement Implementation,1
A-10243,Performance Optimization,1
A-10244,Bug fixing / Maintenance,18
A-10244,Feature / Improvement Implementation,7
A-10244,Testing & Verification,5
A-10244,Design & API Evolution,1
A-10244,Documentation,1
A-10244,Performance Optimization,1
A-10245,Bug fixing / Maintenance,3
A-10245,Build & Release Engineering,2
A-10245,Testing & Verification,2
A-10245,Documentation,1
A-10245,Project / General Task,1
A-10246,Feature / Improvement Implementation,1
A-10247,Project / General Task,1
A-10248,Bug fixing / Maintenance,93
A-10248,Testing & Verification,39
A-10248,Project / General Task,29
A-10248,Other,20
A-10248,Feature / Improvement Implementation,10
A-10248,Performance Optimization,10
A-10248,Design & API Evolution,7
A-10248,Documentation,4
A-10248,Build & Release Engineering,3
A-10248,Code Refactoring & Cleanup,1
A-10249,Documentation,1
A-10249,Testing & Verification,1
A-1025,Testing & Verification,31
A-1025,Build & Release Engineering,5
A-1025,Feature / Improvement Implementation,2
A-1025,Bug fixing / Maintenance,1
A-1025,Documentation,1
A-10250,Bug fixing / Maintenance,208
A-10250,Other,161
A-10250,Project / General Task,55
A-10250,Feature / Improvement Implementation,47
A-10250,Design & API Evolution,16
A-10250,Build & Release Engineering,11
A-10250,Documentation,6
A-10250,Code Refactoring & Cleanup,5
A-10250,Performance Optimization,4
A-10250,Testing & Verification,1
A-10251,Feature / Improvement Implementation,1
A-10252,Bug fixing / Maintenance,25
A-10252,Feature / Improvement Implementation,17
A-10252,Project / General Task,4
A-10252,Documentation,3
A-10252,Other,2
A-10252,Testing & Verification,2
A-10252,Build & Release Engineering,1
A-10252,Design & API Evolution,1
A-10253,Bug fixing / Maintenance,4
A-10253,Build & Release Engineering,1
A-10253,Feature / Improvement Implementation,1
A-10254,Bug fixing / Maintenance,43
A-10254,Feature / Improvement Implementation,19
A-10254,Testing & Verification,9
A-10254,Project / General Task,6
A-10254,Performance Optimization,2
A-10254,Design & API Evolution,1
A-10254,Documentation,1
A-10254,Other,1
A-10255,Feature / Improvement Implementation,1
A-10256,Bug fixing / Maintenance,52
A-10256,Other,52
A-10256,Project / General Task,15
A-10256,Code Refactoring & Cleanup,4
A-10256,Feature / Improvement Implementation,4
A-10256,Build & Release Engineering,3
A-10256,Documentation,3
A-10257,Project / General Task,1
A-10258,Bug fixing / Maintenance,25
A-10258,Feature / Improvement Implementation,13
A-10258,Testing & Verification,12
A-10258,Build & Release Engineering,4
A-10258,Other,4
A-10258,Performance Optimization,3
A-10258,Design & API Evolution,2
