Assignee,total_tasks,num_skills,main_skill_tag,Bug fixing / Maintenance,Build & Release Engineering,Code Refactoring & Cleanup,Design & API Evolution,Documentation,Feature / Improvement Implementation,Other,Performance Optimization,Project / General Task,Testing & Verification
A-10301,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-10302,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10303,175,10,Bug fixing / Maintenance,57,7,6,9,7,23,22,2,33,9
A-10304,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10305,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-10306,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-10307,14,6,Bug fixing / Maintenance,8,2,1,1,1,1,0,0,0,0
A-10308,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-10309,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-1031,358,10,Bug fixing / Maintenance,186,13,2,13,4,22,93,4,13,8
A-10310,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-10311,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10312,24,7,Project / General Task,5,1,2,1,0,0,0,3,6,6
A-10313,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10314,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-10315,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-10316,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10317,6,4,Bug fixing / Maintenance,2,0,1,0,0,2,0,0,0,1
A-10318,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10319,3,2,Feature / Improvement Implementation,1,0,0,0,0,2,0,0,0,0
A-1032,6,3,Bug fixing / Maintenance,2,0,0,0,2,0,2,0,0,0
A-10320,3,3,Bug fixing / Maintenance,1,1,0,0,0,1,0,0,0,0
A-10321,72,9,Bug fixing / Maintenance,38,1,1,4,4,14,5,0,3,2
A-10322,4,1,Bug fixing / Maintenance,4,0,0,0,0,0,0,0,0,0
A-10323,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-10324,2,2,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,1
A-10325,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10326,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10327,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-10328,71,4,Testing & Verification,30,0,0,0,5,4,0,0,0,32
A-10329,3,2,Bug fixing / Maintenance,2,0,0,0,0,1,0,0,0,0
A-1033,43,9,Other,5,4,2,2,2,7,16,0,1,4
A-10330,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-10331,4,3,Feature / Improvement Implementation,1,1,0,0,0,2,0,0,0,0
A-10332,93,7,Bug fixing / Maintenance,44,0,2,0,2,4,4,0,18,19
A-10333,2,2,Bug fixing / Maintenance,1,1,0,0,0,0,0,0,0,0
A-10334,15,5,Project / General Task,3,0,0,0,3,1,1,0,7,0
A-10335,2,1,Feature / Improvement Implementation,0,0,0,0,0,2,0,0,0,0
A-10336,4,1,Bug fixing / Maintenance,4,0,0,0,0,0,0,0,0,0
A-10337,7,4,Documentation,0,0,0,0,2,1,0,2,2,0
A-10338,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-10339,8,4,Bug fixing / Maintenance,3,0,0,0,0,3,1,0,0,1
A-1034,308,9,Bug fixing / Maintenance,117,13,8,29,12,18,80,1,0,30
A-10340,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10341,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10342,111,10,Bug fixing / Maintenance,46,8,1,7,1,32,4,1,4,7
A-10343,4,1,Bug fixing / Maintenance,4,0,0,0,0,0,0,0,0,0
A-10344,7,4,Testing & Verification,1,0,0,0,0,0,1,1,0,4
A-10345,4,3,Bug fixing / Maintenance,2,0,0,0,0,1,0,0,1,0
A-10346,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10347,4,2,Bug fixing / Maintenance,2,0,0,0,0,2,0,0,0,0
A-10348,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10349,3,3,Build & Release Engineering,0,1,0,0,0,0,1,0,1,0
A-1035,69,10,Other,12,18,1,2,2,7,21,2,1,3
A-10350,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-10351,5,3,Bug fixing / Maintenance,2,0,0,0,0,2,0,0,1,0
A-10352,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-10353,2,1,Feature / Improvement Implementation,0,0,0,0,0,2,0,0,0,0
A-10354,1,1,Project / General Task,0,0,0,0,0,0,0,0,1,0
A-10355,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-10356,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-10357,2,1,Testing & Verification,0,0,0,0,0,0,0,0,0,2
A-10358,6,3,Bug fixing / Maintenance,3,0,0,0,0,2,0,1,0,0
A-10359,2,2,Bug fixing / Maintenance,1,0,0,1,0,0,0,0,0,0
A-1036,9,5,Other,1,0,0,0,1,0,3,1,0,3
A-10360,3,1,Bug fixing / Maintenance,3,0,0,0,0,0,0,0,0,0
A-10361,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-10362,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-10363,8,6,Bug fixing / Maintenance,3,1,0,0,1,0,1,0,1,1
A-10364,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-10365,7,4,Bug fixing / Maintenance,3,0,0,0,0,1,1,0,0,2
A-10366,147,9,Testing & Verification,44,5,4,0,4,4,2,1,19,64
A-10367,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10368,4,3,Bug fixing / Maintenance,2,0,0,0,0,1,0,0,1,0
A-10369,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-1037,2,1,Testing & Verification,0,0,0,0,0,0,0,0,0,2
A-10370,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-10371,3,2,Documentation,1,0,0,0,2,0,0,0,0,0
A-10372,4,2,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,2
A-10373,18,5,Testing & Verification,4,0,0,0,1,3,0,0,2,8
A-10374,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-10375,3,2,Feature / Improvement Implementation,1,0,0,0,0,2,0,0,0,0
A-10376,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-10377,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10378,25,6,Feature / Improvement Implementation,5,4,0,3,1,10,2,0,0,0
A-10379,62,8,Bug fixing / Maintenance,15,1,0,6,7,10,8,0,10,5
A-1038,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-10380,8,4,Bug fixing / Maintenance,3,0,0,2,0,2,0,0,1,0
A-10381,58,10,Bug fixing / Maintenance,10,3,5,10,3,2,6,4,8,7
A-10382,59,8,Bug fixing / Maintenance,27,1,0,2,1,5,3,0,8,12
A-10383,2,1,Feature / Improvement Implementation,0,0,0,0,0,2,0,0,0,0
A-10384,2,1,Project / General Task,0,0,0,0,0,0,0,0,2,0
A-10385,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10386,205,9,Bug fixing / Maintenance,92,12,4,3,11,76,2,1,0,4
A-10387,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-10388,19,6,Bug fixing / Maintenance,7,0,0,3,4,3,0,0,1,1
A-10389,207,8,Bug fixing / Maintenance,173,2,0,5,2,20,1,0,1,3
A-1039,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10390,46,4,Bug fixing / Maintenance,31,5,0,1,0,9,0,0,0,0
A-10391,15,4,Bug fixing / Maintenance,8,1,0,0,3,3,0,0,0,0
A-10392,18,6,Bug fixing / Maintenance,10,2,0,0,1,3,0,0,1,1
A-10393,22,4,Bug fixing / Maintenance,12,1,0,0,2,7,0,0,0,0
A-10394,5,2,Feature / Improvement Implementation,1,0,0,0,0,4,0,0,0,0
A-10395,7,3,Bug fixing / Maintenance,5,0,0,0,1,1,0,0,0,0
A-10396,11,2,Bug fixing / Maintenance,6,0,0,0,0,5,0,0,0,0
A-10397,113,10,Other,13,6,2,3,8,4,34,2,27,14
A-10398,303,10,Bug fixing / Maintenance,75,19,2,15,26,54,26,1,39,46
A-10399,162,10,Project / General Task,37,11,4,2,5,23,13,3,40,24
A-104,302,10,Other,73,18,19,20,13,26,81,3,3,46
A-1040,68,8,Bug fixing / Maintenance,24,1,0,3,4,17,10,1,0,8
A-10400,71,10,Build & Release Engineering,12,18,1,6,1,4,9,4,1,15
A-10401,24,5,Feature / Improvement Implementation,7,0,2,0,2,11,0,0,2,0
A-10402,50,9,Bug fixing / Maintenance,21,1,1,4,1,12,3,0,1,6
A-10403,85,10,Project / General Task,16,2,7,12,10,6,5,1,18,8
A-10404,43,9,Bug fixing / Maintenance,12,2,1,1,2,8,4,0,12,1
A-10405,6,4,Feature / Improvement Implementation,1,0,0,0,0,3,0,1,1,0
A-10406,45,7,Feature / Improvement Implementation,6,3,0,0,0,28,2,2,3,1
A-10407,14,5,Project / General Task,3,2,0,0,0,2,0,0,6,1
A-10408,41,5,Bug fixing / Maintenance,23,0,0,1,0,10,0,0,6,1
A-10409,50,6,Documentation,2,1,1,0,39,1,6,0,0,0
A-1041,159,9,Bug fixing / Maintenance,66,16,0,4,6,30,24,5,1,7
A-10410,2,2,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,1
A-10411,7,3,Bug fixing / Maintenance,3,0,0,0,0,3,0,0,1,0
A-10412,55,9,Bug fixing / Maintenance,15,5,0,4,2,8,11,4,5,1
A-10413,22,5,Feature / Improvement Implementation,4,0,0,0,0,12,1,0,1,4
A-10414,10,3,Bug fixing / Maintenance,6,0,0,1,0,3,0,0,0,0
A-10415,7,3,Bug fixing / Maintenance,3,1,0,0,0,3,0,0,0,0
A-10416,15,6,Feature / Improvement Implementation,3,2,0,0,1,5,3,0,1,0
A-10417,6,3,Feature / Improvement Implementation,1,0,0,0,1,4,0,0,0,0
A-10418,38,8,Bug fixing / Maintenance,25,2,0,2,1,3,1,1,3,0
A-10419,39,9,Feature / Improvement Implementation,7,3,0,3,2,9,5,2,5,3
A-1042,18,2,Bug fixing / Maintenance,13,0,0,0,0,0,5,0,0,0
A-10420,82,9,Testing & Verification,18,3,2,3,0,11,10,5,9,21
A-10421,18,6,Feature / Improvement Implementation,4,1,0,1,2,9,0,1,0,0
A-10422,6,2,Bug fixing / Maintenance,5,0,0,0,0,1,0,0,0,0
A-10423,1,1,Performance Optimization,0,0,0,0,0,0,0,1,0,0
A-10424,101,9,Bug fixing / Maintenance,28,6,3,2,17,16,10,0,11,8
A-10425,4,1,Feature / Improvement Implementation,0,0,0,0,0,4,0,0,0,0
A-10426,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10427,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-10428,4,3,Bug fixing / Maintenance,2,1,0,0,0,0,0,0,1,0
A-10429,51,7,Feature / Improvement Implementation,6,0,0,1,10,26,1,0,3,4
A-1043,2,2,Build & Release Engineering,0,1,0,0,0,1,0,0,0,0
A-10430,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-10431,27,7,Feature / Improvement Implementation,1,3,0,0,2,12,1,0,5,3
A-10432,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10433,37,8,Testing & Verification,2,2,0,2,3,12,1,0,1,14
A-10434,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-10435,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-10436,1,1,Performance Optimization,0,0,0,0,0,0,0,1,0,0
A-10437,23,7,Feature / Improvement Implementation,6,1,2,0,2,7,1,0,0,4
A-10438,1,1,Project / General Task,0,0,0,0,0,0,0,0,1,0
A-10439,46,8,Feature / Improvement Implementation,9,2,0,2,1,26,2,1,0,3
A-1044,6,2,Bug fixing / Maintenance,4,0,0,0,0,2,0,0,0,0
A-10440,3,3,Bug fixing / Maintenance,1,0,0,1,0,1,0,0,0,0
A-10441,37,8,Design & API Evolution,3,6,0,8,5,3,5,0,5,2
A-10442,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-10443,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-10444,55,8,Bug fixing / Maintenance,23,2,0,1,1,7,0,1,19,1
A-10445,62,8,Feature / Improvement Implementation,9,1,3,4,0,19,16,0,1,9
A-10446,24,5,Feature / Improvement Implementation,9,2,0,0,2,10,0,0,0,1
A-10447,2,2,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,1,0
A-10448,4,3,Project / General Task,0,0,0,0,0,1,0,0,2,1
A-10449,6,4,Feature / Improvement Implementation,0,0,1,0,1,2,0,2,0,0
A-1045,2,2,Documentation,0,0,0,0,1,0,0,0,1,0
A-10450,5,2,Feature / Improvement Implementation,2,0,0,0,0,3,0,0,0,0
A-10451,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10452,3,2,Other,0,0,0,0,0,1,2,0,0,0
A-10453,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10454,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-10455,13,5,Bug fixing / Maintenance,4,2,0,0,0,2,0,3,2,0
A-10456,7,3,Other,0,1,0,0,0,0,5,0,0,1
A-10457,2,1,Other,0,0,0,0,0,0,2,0,0,0
A-10458,3,2,Bug fixing / Maintenance,2,0,0,0,1,0,0,0,0,0
A-10459,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-1046,9,4,Feature / Improvement Implementation,3,1,0,0,1,4,0,0,0,0
A-10460,11,5,Bug fixing / Maintenance,4,0,0,0,1,4,0,1,1,0
A-10461,2,1,Code Refactoring & Cleanup,0,0,2,0,0,0,0,0,0,0
A-10462,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10463,2,2,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,1
A-10464,8,4,Bug fixing / Maintenance,3,1,0,0,0,3,0,0,1,0
A-10465,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-10466,171,10,Bug fixing / Maintenance,38,20,8,9,10,23,32,6,9,16
A-10467,4,2,Other,0,1,0,0,0,0,3,0,0,0
A-10468,4,2,Bug fixing / Maintenance,2,0,0,0,0,2,0,0,0,0
A-10469,6,2,Bug fixing / Maintenance,3,0,0,0,0,3,0,0,0,0
A-1047,145,9,Bug fixing / Maintenance,41,7,6,2,14,32,10,3,0,30
A-10470,14,8,Feature / Improvement Implementation,2,1,0,0,2,4,1,1,2,1
A-10471,1,1,Design & API Evolution,0,0,0,1,0,0,0,0,0,0
A-10472,1,1,Performance Optimization,0,0,0,0,0,0,0,1,0,0
A-10473,3,2,Bug fixing / Maintenance,2,0,0,0,0,1,0,0,0,0
A-10474,9,6,Build & Release Engineering,1,2,0,0,1,2,2,0,0,1
A-10475,9,4,Bug fixing / Maintenance,3,2,0,0,0,3,1,0,0,0
A-10476,34,9,Documentation,6,3,0,1,9,6,3,1,2,3
A-10477,1,1,Design & API Evolution,0,0,0,1,0,0,0,0,0,0
A-10478,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-10479,3,3,Bug fixing / Maintenance,1,0,0,0,1,1,0,0,0,0
A-1048,90,10,Bug fixing / Maintenance,28,4,8,3,13,14,4,3,2,11
A-10480,2,2,Documentation,0,0,0,0,1,1,0,0,0,0
A-10481,1,1,Project / General Task,0,0,0,0,0,0,0,0,1,0
A-10482,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-10483,2,2,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,1
A-10484,4,2,Bug fixing / Maintenance,3,1,0,0,0,0,0,0,0,0
A-10485,1,1,Other,0,0,0,0,0,0,1,0,0,0
A-10486,17,6,Documentation,3,1,0,0,6,4,1,0,0,2
A-10487,4,1,Bug fixing / Maintenance,4,0,0,0,0,0,0,0,0,0
A-10488,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10489,3,2,Documentation,1,0,0,0,2,0,0,0,0,0
A-1049,5,2,Bug fixing / Maintenance,3,0,0,0,0,2,0,0,0,0
A-10490,13,6,Bug fixing / Maintenance,7,0,0,1,0,2,1,0,1,1
A-10491,7,3,Testing & Verification,0,0,0,0,1,2,0,0,0,4
A-10492,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-10493,2,2,Code Refactoring & Cleanup,0,0,1,0,0,1,0,0,0,0
A-10494,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-10495,1,1,Project / General Task,0,0,0,0,0,0,0,0,1,0
A-10496,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-10497,1,1,Design & API Evolution,0,0,0,1,0,0,0,0,0,0
A-10498,5,3,Bug fixing / Maintenance,3,0,1,0,1,0,0,0,0,0
A-10499,3,3,Build & Release Engineering,0,1,1,0,0,1,0,0,0,0
A-105,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-1050,26,6,Performance Optimization,2,2,0,2,0,4,0,15,0,1
A-10500,6,2,Feature / Improvement Implementation,0,0,2,0,0,4,0,0,0,0
A-10501,3,3,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,1,1
A-10502,2,2,Build & Release Engineering,0,1,0,0,0,1,0,0,0,0
A-10503,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-10504,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-10505,2,2,Bug fixing / Maintenance,1,0,0,0,0,0,1,0,0,0
A-10506,1,1,Other,0,0,0,0,0,0,1,0,0,0
A-10507,6,4,Bug fixing / Maintenance,3,0,0,0,1,1,1,0,0,0
A-10508,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-10509,21,3,Bug fixing / Maintenance,13,0,0,1,0,7,0,0,0,0
A-1051,115,9,Bug fixing / Maintenance,30,6,3,2,15,15,24,5,0,15
A-10510,3,2,Bug fixing / Maintenance,2,0,0,0,0,1,0,0,0,0
A-10511,1,1,Project / General Task,0,0,0,0,0,0,0,0,1,0
A-10512,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-10513,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10514,22,4,Bug fixing / Maintenance,19,0,0,1,1,1,0,0,0,0
A-10515,83,9,Feature / Improvement Implementation,13,10,4,20,1,32,1,0,1,1
A-10516,30,4,Bug fixing / Maintenance,18,1,0,3,0,8,0,0,0,0
A-10517,24,5,Bug fixing / Maintenance,14,1,0,0,3,5,0,0,1,0
A-10518,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-10519,43,4,Bug fixing / Maintenance,31,0,0,0,3,7,0,0,0,2
A-1052,91,10,Bug fixing / Maintenance,25,11,2,6,8,20,6,2,1,10
A-10520,14,3,Bug fixing / Maintenance,10,0,0,0,3,1,0,0,0,0
A-10521,3,2,Bug fixing / Maintenance,2,0,0,0,0,1,0,0,0,0
A-10522,13,4,Bug fixing / Maintenance,8,0,0,0,2,2,0,1,0,0
A-10523,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10524,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10525,14,2,Bug fixing / Maintenance,11,0,0,0,3,0,0,0,0,0
A-10526,37,3,Feature / Improvement Implementation,13,0,0,3,0,21,0,0,0,0
A-10527,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10528,5,2,Bug fixing / Maintenance,4,0,0,0,0,1,0,0,0,0
A-10529,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-1053,9,5,Other,1,0,0,1,0,2,4,0,0,1
A-10530,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10531,6,3,Bug fixing / Maintenance,3,0,0,0,0,2,0,0,0,1
A-10532,4,1,Bug fixing / Maintenance,4,0,0,0,0,0,0,0,0,0
A-10533,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10534,3,3,Documentation,0,0,0,0,1,1,0,0,0,1
A-10535,17,6,Bug fixing / Maintenance,7,2,0,1,1,5,0,0,0,1
A-10536,3,2,Testing & Verification,0,0,0,0,0,1,0,0,0,2
A-10537,5,2,Feature / Improvement Implementation,2,0,0,0,0,3,0,0,0,0
A-10538,10,6,Bug fixing / Maintenance,3,3,0,0,0,1,0,1,1,1
A-10539,4,3,Feature / Improvement Implementation,1,0,0,0,0,2,1,0,0,0
A-1054,46,9,Other,7,4,2,4,2,8,12,3,0,4
A-10540,3,2,Feature / Improvement Implementation,1,0,0,0,0,2,0,0,0,0
A-10541,4,2,Feature / Improvement Implementation,1,0,0,0,0,3,0,0,0,0
A-10542,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-10543,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-10544,1,1,Project / General Task,0,0,0,0,0,0,0,0,1,0
A-10545,234,8,Bug fixing / Maintenance,119,16,3,0,12,68,8,1,0,7
A-10546,461,10,Bug fixing / Maintenance,200,52,5,11,41,103,5,1,26,17
A-10547,321,10,Bug fixing / Maintenance,78,28,4,3,42,43,43,1,7,72
A-10548,9,2,Feature / Improvement Implementation,4,0,0,0,0,5,0,0,0,0
A-10549,135,7,Documentation,20,8,1,0,66,34,4,0,2,0
A-1055,5,2,Feature / Improvement Implementation,0,0,1,0,0,4,0,0,0,0
A-10550,168,9,Bug fixing / Maintenance,61,22,14,5,9,30,7,0,18,2
A-10551,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10552,8,3,Bug fixing / Maintenance,3,0,0,0,3,2,0,0,0,0
A-10553,19,5,Bug fixing / Maintenance,9,1,0,0,0,7,0,0,1,1
A-10554,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-10555,33,6,Other,9,4,2,1,0,5,12,0,0,0
A-10556,15,5,Feature / Improvement Implementation,0,2,0,2,2,8,0,0,0,1
A-10557,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-10558,3,2,Documentation,0,0,0,0,2,1,0,0,0,0
A-10559,4,2,Build & Release Engineering,0,2,0,0,2,0,0,0,0,0
A-1056,7,3,Bug fixing / Maintenance,4,0,0,0,0,2,1,0,0,0
A-10560,606,10,Bug fixing / Maintenance,188,94,16,24,43,89,6,1,125,20
A-10561,6,3,Feature / Improvement Implementation,2,1,0,0,0,3,0,0,0,0
A-10562,9,5,Bug fixing / Maintenance,4,1,0,1,0,2,0,0,0,1
A-10563,202,10,Feature / Improvement Implementation,35,28,2,3,29,78,10,5,10,2
A-10564,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-10565,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-10566,46,8,Feature / Improvement Implementation,13,0,1,0,7,15,4,1,3,2
A-10567,5,2,Documentation,2,0,0,0,3,0,0,0,0,0
A-10568,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10569,27,4,Bug fixing / Maintenance,19,0,1,0,0,0,0,0,2,5
A-1057,2,2,Feature / Improvement Implementation,0,0,0,0,0,1,1,0,0,0
A-10570,49,6,Bug fixing / Maintenance,30,3,0,2,0,10,2,0,0,2
A-10571,5,2,Bug fixing / Maintenance,4,0,0,0,0,1,0,0,0,0
A-10572,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-10573,29,3,Feature / Improvement Implementation,10,0,0,0,0,11,0,0,0,8
A-10574,7,4,Bug fixing / Maintenance,2,2,0,0,0,1,0,0,0,2
A-10575,146,8,Bug fixing / Maintenance,69,7,2,0,0,4,38,2,18,6
A-10576,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10577,166,8,Bug fixing / Maintenance,79,11,0,17,1,14,29,2,0,13
A-10578,16,3,Bug fixing / Maintenance,14,0,0,0,0,1,0,0,0,1
A-10579,28,5,Bug fixing / Maintenance,12,3,0,0,0,6,5,0,0,2
A-1058,3,2,Other,0,0,1,0,0,0,2,0,0,0
A-10580,14,1,Bug fixing / Maintenance,14,0,0,0,0,0,0,0,0,0
A-10581,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-10582,6,2,Bug fixing / Maintenance,5,1,0,0,0,0,0,0,0,0
A-10583,3,2,Testing & Verification,1,0,0,0,0,0,0,0,0,2
A-10584,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-10585,25,6,Bug fixing / Maintenance,13,1,0,1,0,7,1,0,0,2
A-10586,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-10587,46,6,Bug fixing / Maintenance,32,2,0,0,1,3,7,1,0,0
A-10588,3,2,Other,0,0,0,0,0,1,2,0,0,0
A-10589,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-1059,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-10590,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10591,7,7,Bug fixing / Maintenance,1,1,1,1,1,1,1,0,0,0
A-10592,31,4,Bug fixing / Maintenance,22,0,0,5,1,3,0,0,0,0
A-10593,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10594,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10595,7,1,Bug fixing / Maintenance,7,0,0,0,0,0,0,0,0,0
A-10596,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10597,108,9,Bug fixing / Maintenance,40,12,4,2,3,22,12,0,4,9
A-10598,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10599,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-106,56,7,Bug fixing / Maintenance,22,6,0,5,6,8,0,1,0,8
A-1060,14,3,Bug fixing / Maintenance,7,0,0,0,0,5,2,0,0,0
A-10600,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10601,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-10602,15,6,Bug fixing / Maintenance,6,2,0,1,1,4,0,1,0,0
A-10603,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-10604,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-10605,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-10606,4,3,Feature / Improvement Implementation,0,0,0,1,0,2,0,0,1,0
A-10607,8,1,Bug fixing / Maintenance,8,0,0,0,0,0,0,0,0,0
A-10608,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-10609,7,3,Bug fixing / Maintenance,4,0,0,0,0,2,0,0,0,1
A-1061,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
